PDB-ID
4KR4
4KR8
4KRA
3NSG
3UU2
3UPG
2WPR
2WPS
2WPQ
2YNY
2YNZ
2YO0
2YO2
3ZMF
2YO1
2YO3
3NZZ
3O00
3O01
3O02
2YM9
2YM0
7RYE
3TUL
3ZQB
3ZQE
3TUL
3NZZ
3O00
3O01
3O02
5VES
4ERH
5Y40
4RHA
6QVP
2ZVY
2ZVZ
2ZOV
5Y3Z
3OON
3NSG
6PEE
7AH9
7AHI
2HWU
4YYY
4YEK
4OGK
6PNV
4Q6V
4N4R
4Q6L
3IAX
5JW7
3QDR
7EZZ
5OR1
5VES
4ERH
3NSG
6PEE
7AH9
7AHI
6PNV
6A07
7DQG
6A02
4I5Q
4ILF
7VD7
4IGL
4O9X
5XHP
5XYK
5YDV
5YDW
5YEZ
2WNW
7XRO
5H5T
5YER
7FFT
7V5V
5YDO
6A09
5GNA
7FFW
5D50
6IFC
6L0Z
6H6G
3IAX
3QDR
5KIS
6L3E
6SUF
5YSS
6SUE
5D4Z
5ITG
6SUQ
6H6E
6H6F
6SUP
6ERJ
3L9V
7CLR
7CBL
8WHT
8WLE
7BGL
8WL2
8WLT
7NVG
8WO5
7CGO
8WOE
6JY0
6RGV
5YUD
1IO1
9IWQ
6JY0
1UCU
3A5X
8FML
6CH3
5YUD
3V47
4C3O
8KB3
4AOP
4GEP
5GEP
6GEP
8GEP
2AOP
2GEP
3AOP
3GEO
5AOP
7GEP
5JG7
2GWL
3AK9
3N79
4CUK
3MGA
1R2F
2QED
1XS8
1N2S
2CSG
5V2W
3G0M
7WZB
2BQ1
8C45
4ER9
8VJH
5E68
8RD6
3FPK
5MVI
8GEX
3VCD
8Q56
3ZET
3ZEU
2XH8
2XQV
2XY4
4DDF
9BZB
3GBP
4BBP
3NX4
8GY3
6BJS
5EVC
3AK8
1K38
6ASX
3Q7K
5CX7
4NWN
3R3S
3IAH
6N9M
3LB0
6OMF
3Q1K
6L3E
8GY2
1AOP
7W2J
7WSQ
8JEJ
8JEK
8K6J
8K6K
8XCM
8XCN
6NDK
4XKV
4XL9
4XLC
4XLH
4XN0
4XNF
4XON
4XQF
6CFJ
4XKW
4XLA
4XLE
4XLF
4XM3
4XMY
4XN3
4XOP
4XOR
4XOT
4XR6
4YEJ
4YEL
6G0X
6GVP
6GVR
7W5K
2RA2
2RD1
5H5T
3A7M
6CH2
5GNA
5KRW
3NZZ
3O00
3O01
3O02
1G64
1C9K
1CBU
4HUT
1G5R
1G5T
2DPY
5B0O
6SDX
3ZEU
1PEU
3PKP
8W8D
7PBP
7PBL
7PBQ
7PBS
7PBT
8B1T
8B1U
7PBM
7PBN
7PBO
4A2I
6NDK
6CFJ
6GZ3
6SGC
2FM9
1Q5Z
2FM8
8VFM
8C4C
8UEE
8C4E
5NL1
2HSQ
2GDC
2IBF
2GWW
3RF3
1R9K
1R6E
2JOK
2JOL
1OH2
2MPR
1MPR
1A0S
1A0T
2XF4
4CNP
2GEL
4CNN
2P1R
2Y7I
2GEM
3ZET
3ZEU
2RCN
4CLM
4CNO
2XB8
2D4Y
8FTX
2D4X
1IO1
1UCU
3A5X
9IWQ
8FTX
5OR1
7E82
7CBM
7BIN
7E80
8WKI
8WLP
7CGB
6JZT
6K3I
6K9Q
7CGO
1WLG
7NVG
3A69
8WKK
8WLQ
2BGZ
7CG0
2BGY
8WL2
8WLT
6KFK
6JF2
5WRH
8WO5
6JZR
8WOE
8WK3
8WLH
1JYO
1G4W
1G4U
2JOW
2KV7
3ZQB
3ZQE
2MEX
2X9C
6OFE
6OFF
6OFG
6ZNH
2YM0
2LPZ
2YM9
6OFH
3NZZ
3O00
6DWB
7RYE
3O01
3O02
7AGX
6PEP
6Q16
6Q15
7AH9
7AHI
4R86
6Z12
5BUN
5OR1
6AIF
4NU8
7YOM
7YOD
7YOI
4LI3
4ZU1
6Z4N
5DBE
4ZU6
1OAS
1D6S
1FCJ
7YOH
4N4R
5E3V
3UMM
4R7G
1J7J
3UGJ
3UJN
4NSL
4L78
6LYL
6LYM
6LYO
1T3T
6JT8
6JT9
4LGY
4MGH
6JT7
6JTA
6LYK
6L3S
7DW7
1YF1
1N8J
4XTS
1YEP
1YEX
1YF0
3EMP
5UKA
4XS4
4MA9
4MAB
4XRA
4XRD
4XS1
4XS6
5CPC
5CQ9
7BWT
5N80
6Y6I
5XHP
6CGI
8GJH
9ASC
6EYT
5N7Z
5XYK
6Y6G
4OCA
9BHE
6DUS
7YM5
1MDX
1MDO
1MDZ
1G1A
1MP4
1WVG
1TZ6
1MP5
1TYY
2A3N
3PND
3FPK
1TZ3
3KNZ
1KEU
1IIN
8GLR
1HYU
1JXH
1JXI
5ZW9
3R3R
1KEW
1N2S
7YM7
6IE9
3O02
6G96
1JH8
4F1W
3SOY
2QDK
4KQF
6V40
1L5N
5Y3Z
1KBZ
4WKM
5ZWB
2HSW
2IQ5
4D9C
4D9F
7Q1J
1ORR
2OXF
4XGP
3DPS
4D9B
5ZWA
1KC1
1KC3
1Y1T
2GWL
6F45
3C74
3DDO
1SJ9
1Y1R
2HN9
2HWU
2I8A
2RJ3
3FWP
1Y1Q
1Y1S
1ZL2
2PGA
4XJ7
4HN4
3S42
2HRD
2OEC
4OGK
7Q1I
7L1H
1RYZ
7KWV
7KYT
4CUK
4HPJ
4HPX
4QIF
6JT7
5CGQ
6WX3
4E1V
4YXB
4HT3
7K0B
7LTP
7LV5
6LYK
7W2J
7WSQ
8JEJ
8JEK
8K6J
8K6K
8XCM
8XCN
3WJ7
4N4R
6JF2
7CBM
5WRH
6JZR
7BIN
7E82
7E80
7NVG
7CGO
8WKI
8WLP
1WLG
3A69
8WKK
8WLQ
2BGZ
2BGY
8WL2
8WLT
8WO5
8WOE
4HT3
4G08
6XFL
5TCQ
6DV6
6PEE
6XFK
3J1V
6DV3
4G1I
2Y9K
6PEP
5TCR
6PEM
6Q14
6Q16
6Q15
7AH9
7AHI
6E8A
6XRB
6XRR
3FID
7BGL
9L6B
7AGX
6PEP
4IQN
2ES9
2JNA
2CO6
2JRP
1S4K
6ZJ2
4C47
2FM8
7SPC
2CO7
2G7J
9JG6
6XRR
2FM9
6IFC
2GEL
2MA8
4GQZ
5I5D
4GXZ
2GZP
1GCG
2ES7
2M2J
2MA4
4I5Q
4ILF
8WOE
6ZIX
6QVP
3L9S
6IFM
2LV4
6AI1
6AI2
6AI3
2JN8
1TM2
1OAS
4ZJD
7RYE
3NZZ
3O00
1GCA
2HI1
2JZT
4ERU
5XHH
3SOZ
8XP1
7EH9
2YN5
3L9U
2PP6
1TYY
1TJY
5Y9H
7E81
2MSK
7EHA
5YGR
2YN3
3S81
6AI0
7SPJ
3ZEU
5GNP
5B3D
5Y40
7CGO
7SPK
2RA2
7EE6
7NVG
4ICG
2MEX
1S9U
1G64
5LIR
5XEU
2GK3
6A4S
4YXA
5CQ9
6Q16
2RD1
2YM0
5I5F
2MSL
6E8A
4YX7
3VVY
1R6E
4XH8
1SBP
2NMU
1T33
5VES
2LAO
2P3Z
3VVX
4J32
4K6L
1R9K
4EVU
3DQQ
3ZET
1Z5G
4P7B
2CHY
4ZJA
4R2M
5D6V
6MKX
6MLV
4YXB
2QZA
5O8Z
1TZ3
1YYV
2QYU
3O01
6D52
8WIW
4RBT
2GEM
7BHQ
2JT1
1XS8
2ZVY
2ZVZ
3VVZ
3VW2
5JG7
3OPK
3O02
