PDB-ID
5M38
2MQE
1QJP
7BBA
2N48
2K1S
1BXW
3KHN
1G90
1OAP
9FZD
6JFW
2JMM
4B62
3LDT
4B5C
3S02
3S0H
9FZC
2F1V
3S03
2GE4
6IKK
2AIZ
5N2C
5NHX
5Y40
3S06
3S0W
6TOP
4ERH
3NB3
3S0Y
7RJJ
3WPX
2K0L
6IKI
6IKJ
3CYP
4G4V
5LKW
4RHA
5EB1
3OON
4ZHW
3WPW
1R1M
5WTP
2W8B
5Y61
2HQS
5EAZ
5U1H
5EB0
1QJ8
7THW
2ZF8
4ZHV
3TD5
6QVP
3IMP
5VES
2ZVY
2ZVZ
4G88
5JIR
3CYQ
3TD4
4PWT
2LCA
2ZOV
5Y3Z
4R40
8VVI
1QJ9
5WTL
2F1T
3TD3
2LBT
2KGW
4ZHY
4G4Y
4G4Z
5O68
1ORM
5M2Q
8VVN
2MNH
5NQX
2L26
6U83
1MM5
4U9C
9LJL
9LJM
2M06
2M07
1Q9G
2N2M
3QRC
1P4T
4RL8
9LJK
4O4U
1Q9F
4G4W
4G4X
6CUJ
5VJ8
1MM4
5KKX
4RLC
3HOE
4Z3T
2KGS
4RL9
4RLB
2ERV
3UAQ
3QRA
8UCS
2N2L
2KSM
2Y7S
4AYN
2MHL
8ZYV
8ZYW
8ZYZ
8ZZ0
9IJM
4O4X
5NQP
5G3A
8QYH
8QYY
6YSF
8BRI
2X27
1YS5
4O3X
6YKR
5O65
3GP6
8QYK
4QQ1
2N6L
2N6P
5O67
6LYR
2W80
6AEO
1THQ
6YKM
6YKP
8QYD
3HOL
6X1K
4O3W
5NQZ
2W81
8BRD
2KC0
5EE2
6YSL
5O14
2LFU
2MAF
3VE2
3PQU
3V8U
2KDY
2LHF
3KVD
7NRU
6ITC
4AYE
4O3Y
4O3Z
4O49
4FUV
6GIE
6QAM
3PQS
5G38
5G39
5EC6
6QWR
4AYD
4AYM
7SBZ
5NQY
5O1R
5T5F
2YPV
7SA6
6H2Y
6XZW
7KET
